区域,房源维护时间,房源编号,租赁方式,房屋类型厅室,房屋类型面积,房屋类型精装修,经纪人,面积,朝向,维护,入住,楼层,电梯,车位,用水,用电,燃气,采暖,租期,看房,付款方式,租金,押金,服务费,中介费
房山 良乡 伟业嘉园西里,2020/4/13,BJ2448726401197539328,整租,2室1厅1卫,53㎡,#,赵晓鹏,53㎡,南,9天前,随时入住,中楼层/5层,无,租用车位,民水,民电,有,集中供暖,2年以内,需提前预约,季付,2500,2500,0,2500
顺义 顺义城 建新北区,2020/4/22,BJ2380186471853735936,整租,2室1厅1卫,53㎡,#,张晓敏,53㎡,南,今天,随时入住,中楼层/5层,无,免费使用,民水,民电,有,集中供暖,2年以内,需提前预约,季付,3000,3000,0,3000
东城 崇文门 法华南里,2020/4/13,BJ2478172070626721792,整租,1室1厅1卫,48㎡,精装修,陈彤,48㎡,东 西,9天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,季付,5100,5100,0,5100
房山 良乡 伟业嘉园西里,2020/4/13,BJ2448726401197539328,整租,2室1厅1卫,53㎡,#,赵晓鹏,53㎡,南,9天前,随时入住,中楼层/5层,无,租用车位,民水,民电,有,集中供暖,2年以内,需提前预约,季付,2500,2500,0,2500
朝阳 北工大 平乐园小区,2020/4/9,BJ2494269887972130816,整租,1室1厅1卫,46㎡,#,朱洋洋,46㎡,南,13天前,随时入住,低楼层/6层,无,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,季付,4600,4600,0,4600
顺义 顺义其它 东亚首航国际,2020/4/15,BJ2431920708440834048,整租,1室1厅1卫,50㎡,#,邰春波,50㎡,北 东北,7天前,随时入住,低楼层/9层,有,暂无数据,商水,商电,无,集中供暖,暂无数据,需提前预约,需咨询,3000,3000,0,3000
朝阳 管庄 瑞祥里,2020/4/9,BJ2477299086387593216,整租,2室1厅1卫,88㎡,#,魏远航,88㎡,南 北,13天前,随时入住,中楼层/9层,有,免费使用,民水,民电,有,自采暖,2年以内,需提前预约,需咨询,5000,5000,0,5000
顺义 顺义城 前进花园一区,2020/4/9,BJ2468125977856196608,整租,2室1厅1卫,65㎡,#,秦洪国,65㎡,南 北,13天前,随时入住,地下室/6层,无,免费使用,民水,民电,有,集中供暖,1年以内,需提前预约,季付,2600,2600,0,2600
朝阳 管庄 建东苑,2020/4/10,BJ2369965346758336512,整租,2室1厅1卫,70㎡,#,张雪,70㎡,南 北,12天前,随时入住,低楼层/6层,无,租用车位,民水,民电,有,集中供暖,3年以上,需提前预约,季付,4500,4500,0,4500
朝阳 管庄 管庄东里,2020/4/8,BJ2347836533400682496,整租,1室1厅1卫,50㎡,#,徐子文,50㎡,南,14天前,随时入住,低楼层/6层,无,租用车位,民水,民电,有,集中供暖,3年以上,需提前预约,季付,4000,4000,0,4000
房山 良乡 西潞园二里,2020/4/15,BJ2391927195158454272,整租,2室1厅1卫,64㎡,#,金学娇,64㎡,东 西,7天前,随时入住,高楼层/7层,无,暂无数据,民水,民电,暂无数据,暂无数据,暂无数据,需提前预约,季付,2300,2300,0,2300
朝阳 管庄 管庄东里,2020/4/9,BJ2401318002479079424,整租,2室1厅1卫,63㎡,#,张雪,63㎡,南 北,13天前,随时入住,低楼层/6层,无,租用车位,民水,民电,有,集中供暖,3年以上,需提前预约,季付,4500,4500,0,4500
大兴 枣园 新安里,2020/4/15,BJ2410742348418908160,整租,2室1厅1卫,64㎡,#,邓永前,64㎡,南 北,7天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,3000,3000,0,3000
朝阳 甘露园 甘露园西里,2020/4/15,BJ2394823194088579072,整租,1室1厅1卫,41㎡,#,李建文,41㎡,南,7天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,季付,4300,4300,0,4300
丰台 和义 红星楼,2020/4/17,BJ2356474144335872000,整租,2室1厅1卫,54㎡,#,李蛹清,54㎡,南 北,5天前,随时入住,高楼层/5层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,3300,3300,0,3300
房山 良乡 西潞园一里,2020/4/17,BJ2337574702350352384,整租,2室1厅1卫,53㎡,#,王德玲,53㎡,南 北,5天前,随时入住,高楼层/6层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,1年以内,需提前预约,季付,2200,2200,0,2200
朝阳 管庄 瑞祥里,2020/4/17,BJ2487450029536067584,整租,2室1厅1卫,72㎡,#,盛志超,72㎡,南,5天前,随时入住,中楼层/10层,有,暂无数据,民水,民电,有,自采暖,3年以上,需提前预约,季付,4500,4500,0,4500
海淀 田村 西山国际城,2020/4/17,BJ2399128879425134592,整租,1房间1卫,34㎡,#,蒋超,34㎡,西,5天前,随时入住,低楼层/6层,有,租用车位,民水,商电,有,集中供暖,1年以内,一般下班后可看,季付,3900,3900,0,3900
朝阳 双桥 远洋一方润园3号院,2020/4/17,BJ2448589358262403072,整租,2室1厅1卫,74㎡,#,刘禹希,74㎡,东南 北,5天前,随时入住,中楼层/18层,有,暂无数据,暂无数据,暂无数据,暂无数据,自采暖,3年以内,需提前预约,季付,5000,5000,0,5000
朝阳 定福庄 绿岛苑东区,2020/4/16,BJ2480452905258188800,整租,3室1厅1卫,68㎡,#,马仁燕,68㎡,南 北,6天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,5000,5000,0,5000
西城 马连道 马连道中里,2020/4/16,BJ2299304803895361536,整租,2室1厅1卫,80㎡,精装修,李志平,80㎡,南 北,6天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以上,需提前预约,季付,6000,6000,0,6000
朝阳 管庄 京通苑,2020/4/17,BJ2492017402372964352,整租,2室1厅1卫,74㎡,精装修,葛宁宁,74㎡,东,5天前,2020/5/1,高楼层/24层,有,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,需咨询,4900,4900,0,4900
昌平 鼓楼大街 永安里小区,2020/4/18,BJ2381646920536817664,整租,2室1厅1卫,64㎡,#,关美娇,64㎡,南 北,4天前,随时入住,高楼层/6层,无,免费使用,民水,民电,有,集中供暖,1年以内,需提前预约,季付,3000,3000,0,3000
朝阳 管庄 管庄东里,2020/4/19,BJ2489062521110003712,整租,2室1厅1卫,60㎡,#,于京膨,60㎡,南 北,3天前,随时入住,低楼层/3层,无,租用车位,民水,民电,有,集中供暖,3年以上,需提前预约,需咨询,4000,4000,0,4000
朝阳 双桥 远洋一方润园3号院,2020/4/19,BJ2494095878638272512,整租,1室1厅1卫,57㎡,精装修,伊聪颖,57㎡,南,3天前,随时入住,中楼层/18层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,2年以内,需提前预约,季付,4300,4300,0,4300
房山 良乡 西潞园二里,2020/4/19,BJ2359896443734999040,整租,2室1厅1卫,62㎡,#,邓浩,62㎡,南 北,3天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,2300,2300,0,2300
朝阳 潘家园 潘家园南里,2020/4/19,BJ2492529778305794048,整租,1室1厅1卫,45㎡,#,温健伟,45㎡,南,3天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,3900,3900,0,3900
朝阳 石佛营 八里庄北里小区,2020/4/20,BJ2473099624945565696,整租,1室1厅1卫,50㎡,精装修,袁小康,50㎡,东,2天前,随时入住,中楼层/6层,无,租用车位,商水,民电,有,集中供暖,2年以内,需提前预约,季付,4800,4800,0,4800
朝阳 双桥 艺水芳园,2020/4/20,BJ2490451136222601216,整租,1室1厅1卫,43㎡,精装修,屈露青,43㎡,东南,2天前,随时入住,低楼层/15层,有,租用车位,民水,民电,有,自采暖,2年以内,需提前预约,季付,4000,4000,0,4000
大兴 大兴其它 南湖园,2020/4/20,BJ2433883628359925760,整租,2室1厅1卫,58㎡,#,刘亚双,58㎡,南 北,2天前,随时入住,中楼层/4层,无,暂无数据,暂无数据,民电,无,集中供暖,2年以内,需提前预约,需咨询,2200,2200,0,2200
大兴 观音寺 双河南里,2020/4/20,BJ2486708510067531776,整租,2室1厅1卫,67㎡,#,冯冬雪,67㎡,南 北,2天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,需咨询,2900,2900,0,2900
朝阳 石佛营 八里庄北里小区,2020/4/20,BJ2473099624945565696,整租,1室1厅1卫,50㎡,精装修,郄建超,50㎡,东,2天前,随时入住,中楼层/6层,无,租用车位,商水,民电,有,集中供暖,2年以内,需提前预约,季付,4800,4800,0,4800
大兴 观音寺 双河南里,2020/4/20,BJ2486708510067531776,整租,2室1厅1卫,67㎡,#,李廷文,67㎡,南 北,2天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,需咨询,2900,2900,0,2900
顺义 顺义城 裕龙三区,2020/4/20,BJ2317140309727264768,整租,2室2厅1卫,85㎡,#,付东川,85㎡,南 北,2天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,季付,2800,2800,0,2800
西城 天宁寺 广安门外南街,2020/4/22,BJ2373698632030355456,整租,1室1厅1卫,42㎡,精装修,刘晨,42㎡,南,今天,随时入住,高楼层/6层,无,租用车位,民水,民电,无,自采暖,3年以上,需提前预约,季付,4300,4300,0,4300
朝阳 豆各庄 青荷里南山园,2020/4/22,BJ2385577149773398016,整租,2室1厅1卫,83㎡,#,于洋,83㎡,南,今天,随时入住,中楼层/29层,有,暂无数据,民水,民电,有,集中供暖,3年以上,需提前预约,季付,4600,4600,0,4600
昌平 西关环岛 西环里,2020/4/20,BJ2468629331690127360,整租,2室1厅1卫,50㎡,#,唐晓丽,50㎡,南 北,2天前,随时入住,中楼层/5层,无,免费使用,民水,民电,有,集中供暖,1年以内,需提前预约,季付,2600,2600,0,2600
朝阳 管庄 管庄东里,2020/4/22,BJ2486117806362329088,整租,2室1厅1卫,55㎡,#,宋海龙,55㎡,南 北,今天,随时入住,低楼层/3层,无,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,季付,3900,3900,0,3900
朝阳 垡头 燕保祈东家园二期,2020/4/22,BJ2478200147633242112,整租,1室1厅1卫,60㎡,#,张鹏,60㎡,南,今天,随时入住,中楼层/28层,无,暂无数据,民水,民电,有,集中供暖,3年以上,需提前预约,季付,4200,4200,0,4200
朝阳 双桥 东一时区,2020/4/22,BJ2465143780501110784,整租,1室1厅1卫,61㎡,精装修,杨佳霖,61㎡,南,今天,随时入住,低楼层/22层,有,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,季付,4500,4500,0,4500
朝阳 垡头 金蝉北里21号院,2020/4/22,BJ2437379557792423936,整租,2室1厅1卫,59㎡,#,王子豪,59㎡,南,今天,随时入住,低楼层/6层,无,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,季付,5100,5100,0,5100
东城 崇文门 营房西街,2020/4/22,BJ2481942361111281664,整租,1室1厅1卫,41㎡,精装修,于春龙,41㎡,南,今天,随时入住,低楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,5200,5200,0,5200
朝阳 管庄 管庄东里,2020/4/22,BJ2432508956707930112,整租,2室1厅1卫,49㎡,#,苑琦萱,49㎡,南,今天,随时入住,低楼层/3层,无,免费使用,民水,民电,有,集中供暖,3年以上,需提前预约,季付,4000,4000,0,4000
东城 天坛 金鱼池西区,2020/4/22,BJ2405124886126133248,整租,1室1厅1卫,46㎡,精装修,王焕,46㎡,西,今天,随时入住,地下室/7层,无,暂无数据,民水,民电,有,自采暖,3年以上,需提前预约,季付,4200,4200,0,4200
丰台 西红门 五爱屯东街64号院,2020/4/15,BJ2372965163847385088,整租,2室1厅1卫,50㎡,#,王杰,50㎡,南 北,7天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以上,需提前预约,需咨询,3300,3300,0,3300
朝阳 东坝 高杨树北里,2020/4/16,BJ2493301730737913856,整租,2室1厅1卫,52㎡,#,袁旭,52㎡,南,6天前,2020/4/25,高楼层/5层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,4500,4500,0,4500
西城 右安门内 右安门内西街甲10号院,2020/4/12,BJ2494222738114486272,整租,1室1厅1卫,39㎡,#,王淼,39㎡,西南,10天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以上,需提前预约,季付,3900,3900,0,3900
丰台 丰台其它 玉皇庄小区,2020/4/12,BJ2418090138270695424,整租,1室1厅1卫,42㎡,精装修,邹贺,42㎡,南,10天前,随时入住,高楼层/6层,无,免费使用,暂无数据,暂无数据,暂无数据,暂无数据,2年以内,需提前预约,季付,2800,2800,0,2800
朝阳 首都机场 燕翔西里,2020/4/17,BJ2410091702649372672,整租,1室1厅1卫,50㎡,#,曹阳,50㎡,南,5天前,随时入住,中楼层/5层,无,免费使用,民水,民电,有,集中供暖,1年以内,需提前预约,季付,3300,3300,0,3300
大兴 西红门 西红门路8号院,2020/4/17,BJ2492521005785030656,整租,1室1厅1卫,43㎡,#,徐文龙,43㎡,南 北,5天前,随时入住,高楼层/5层,无,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,需咨询,2500,2500,0,2500
通州 北关 西潞苑小区,2020/4/17,BJ2383078656609361920,整租,1室0厅1卫,32㎡,#,陈玲慧,32㎡,南,5天前,随时入住,低楼层/4层,无,免费使用,民水,民电,有,集中供暖,2年以内,需提前预约,季付,2600,2600,0,2600
门头沟 滨河西区 月季园东里,2020/4/19,BJ2370775108341211136,整租,1室1厅1卫,42㎡,#,侯旭宁,42㎡,南,3天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,需咨询,2200,2200,0,2200
顺义 顺义其它 首创派尚国际,2020/4/19,BJ2458732234883481600,整租,1室1厅1卫,42㎡,#,刘二春,42㎡,东,3天前,随时入住,中楼层/11层,有,暂无数据,暂无数据,暂无数据,无,集中供暖,暂无数据,需提前预约,需咨询,3000,3000,0,3000
朝阳 朝阳其它 将府锦苑,2020/4/21,BJ2493370588492734464,整租,1室1厅1卫,50㎡,精装修,庞茹幻,50㎡,南,1天前,2020/5/10,中楼层/28层,有,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,3年以上,需提前预约,需咨询,5000,5000,0,5000
昌平 昌平其它 沙河一通,2020/4/21,BJ2494143497159327744,整租,1室1厅1卫,43㎡,#,李涵,43㎡,南,1天前,随时入住,高楼层/5层,无,暂无数据,暂无数据,暂无数据,无,集中供暖,3年以内,需提前预约,需咨询,3000,3000,0,3000
房山 良乡 四合巷小区,2020/4/18,BJ2427346876979757056,整租,1室1厅1卫,40㎡,#,孔维静,40㎡,南,4天前,随时入住,中楼层/6层,无,免费使用,民水,民电,有,集中供暖,1年以内,需提前预约,季付,1900,1900,0,1900
海淀 清河 毛纺厂南小区,2020/4/19,BJ2475297307995160576,整租,1室1厅1卫,38㎡,#,陈东,38㎡,南,3天前,随时入住,低楼层/6层,无,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,季付,4500,4500,0,4500
门头沟 城子 城子二斜井,2020/4/20,BJ2489852631514611712,整租,1室1厅1卫,42㎡,#,丛日辉,42㎡,南,2天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,2100,2100,0,2100
顺义 顺义其它 炫立方,2020/4/20,BJ2468804989234462720,整租,2房间1卫,40㎡,#,李国强,40㎡,西,2天前,随时入住,中楼层/10层,有,暂无数据,商水,商电,无,集中供暖,1年以内,需提前预约,季付,3100,3100,0,3100
顺义 顺义其它 中国铁建顺鑫汇,2020/4/20,BJ2471773096537751552,整租,1室1厅2卫,47㎡,精装修,张馨元,47㎡,东,2天前,2020/5/1,低楼层/9层,有,暂无数据,暂无数据,暂无数据,无,集中供暖,3年以内,需提前预约,季付,3000,3000,0,3000
朝阳 首都机场 首都机场南路西里,2020/4/22,BJ2490504198219628544,整租,2室1厅1卫,48㎡,#,薛政铎,48㎡,南 北,今天,随时入住,高楼层/4层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,2800,2800,0,2800
顺义 顺义其它 中国铁建顺鑫汇,2020/4/20,BJ2471773096537751552,整租,1室1厅2卫,47㎡,精装修,李国强,47㎡,东,2天前,2020/5/1,低楼层/9层,有,暂无数据,暂无数据,暂无数据,无,集中供暖,3年以内,需提前预约,季付,3000,3000,0,3000
顺义 李桥 樱花园一区,2020/4/21,BJ2433965511114235904,整租,1室1厅1卫,48㎡,#,覃建鹏,48㎡,南 北,1天前,随时入住,低楼层/7层,无,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,需咨询,2500,2500,0,2500
顺义 马坡 顺兴街17号院,2020/4/15,BJ2411435926807904256,整租,1室1厅1卫,51㎡,精装修,薛猛,51㎡,南,7天前,随时入住,低楼层/28层,有,免费使用,民水,民电,有,集中供暖,2年以内,需提前预约,季付,2400,2400,0,2400
朝阳 东坝 红松园小区,2020/4/21,BJ2481071228103180288,整租,1室1厅1卫,43㎡,#,袁旭,43㎡,南,1天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,3400,3400,0,3400
房山 长阳 加州水郡Q酷,2020/4/22,BJ2427324037878251520,整租,1房间1卫,27㎡,#,陈政杰,27㎡,南,今天,随时入住,中楼层/14层,有,暂无数据,暂无数据,商电,暂无数据,集中供暖,3年以上,需提前预约,季付,1600,1600,0,1600
朝阳 首都机场 首都机场南路西里,2020/4/22,BJ2490504198219628544,整租,2室1厅1卫,48㎡,#,薛政铎,48㎡,南 北,今天,随时入住,高楼层/4层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,2800,2800,0,2800
朝阳 石佛营 炫特嘉园一期,2020/4/15,BJ2498472755112968192,整租,1室1厅1卫,33㎡,精装修,张永华,33㎡,西,7天前,2020/5/15,低楼层/18层,有,租用车位,民水,民电,有,集中供暖,3年以内,需提前预约,季付,4600,4600,0,4600
顺义 顺义城 石园东区,2020/4/13,BJ2496431062968696832,整租,2室1厅1卫,68㎡,#,李云云,68㎡,南 北,9天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,2800,2800,0,2800
海淀 甘家口 花园村小区,2020/4/21,BJ2499282632592850944,整租,1室0厅0卫,18㎡,#,周佳欢,18㎡,南,1天前,2020/4/30,中楼层/5层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,3600,3600,0,3600
朝阳 石佛营 炫特嘉园三期,2020/4/15,BJ2364997767837270016,整租,1室0厅1卫,41㎡,#,岳丹丹,41㎡,北,7天前,随时入住,低楼层/24层,有,租用车位,民水,民电,有,集中供暖,2年以内,需提前预约,季付,4600,4600,0,4600
朝阳 石佛营 炫特嘉园三期,2020/4/10,BJ2495089897765863424,整租,1室0厅1卫,41㎡,精装修,程程,41㎡,北,12天前,2020/5/10,中楼层/25层,有,租用车位,民水,民电,有,集中供暖,2年以内,需提前预约,季付,4800,4800,0,4800
朝阳 百子湾 大成国际,2020/4/11,BJ2471676225237041152,整租,1室0厅1卫,40㎡,#,武天保,40㎡,西,11天前,随时入住,低楼层/21层,有,暂无数据,民水,民电,无,集中供暖,暂无数据,需提前预约,需咨询,5000,5000,0,5000
